WORD       | FINAL    | ENTROPY  | PROB MASS
primo      | 5.3139   | 4.6391   | 0.6748
natal      | 5.3126   | 4.5837   | 0.7289
bloke      | 5.3102   | 4.6437   | 0.6665
verse      | 5.3100   | 4.5439   | 0.7661
sewer      | 5.3094   | 4.5592   | 0.7502
hyper      | 5.3089   | 4.5780   | 0.7309
genie      | 5.3078   | 4.6060   | 0.7018
ombre      | 5.3076   | 4.6987   | 0.6089
drawl      | 5.3056   | 4.7372   | 0.5684
scold      | 5.3055   | 4.7151   | 0.5904
bowel      | 5.3049   | 4.5812   | 0.7237
titan      | 5.3044   | 4.5637   | 0.7407
tulle      | 5.3042   | 4.6785   | 0.6257
surer      | 5.3038   | 4.7581   | 0.5457
waive      | 5.3034   | 4.5973   | 0.7061
sword      | 5.3026   | 4.5300   | 0.7726
dwelt      | 5.3025   | 4.6558   | 0.6467
vocal      | 5.3024   | 4.5287   | 0.7737
shady      | 5.3013   | 4.5889   | 0.7124
clamp      | 5.3010   | 4.5640   | 0.7370
voila      | 5.2999   | 4.6537   | 0.6462
prior      | 5.2986   | 4.4598   | 0.8388
clank      | 5.2986   | 4.6851   | 0.6135
hotly      | 5.2971   | 4.6675   | 0.6296
prawn      | 5.2969   | 4.6503   | 0.6466
dread      | 5.2967   | 4.5943   | 0.7024
stock      | 5.2962   | 4.4294   | 0.8668
input      | 5.2956   | 4.4596   | 0.8360
rhyme      | 5.2949   | 4.5959   | 0.6990
shawl      | 5.2945   | 4.6148   | 0.6797
rodeo      | 5.2939   | 4.5575   | 0.7364
prong      | 5.2934   | 4.6115   | 0.6819
batch      | 5.2926   | 4.5246   | 0.7680
leper      | 5.2926   | 4.6936   | 0.5990
thing      | 5.2918   | 4.4406   | 0.8512
throw      | 5.2913   | 4.4974   | 0.7939
froth      | 5.2898   | 4.6739   | 0.6159
roger      | 5.2897   | 4.4967   | 0.7930
local      | 5.2888   | 4.4116   | 0.8772
steed      | 5.2878   | 4.6256   | 0.6622
class      | 5.2862   | 4.4174   | 0.8688
coven      | 5.2858   | 4.6668   | 0.6190
bring      | 5.2840   | 4.4478   | 0.8362
heath      | 5.2828   | 4.5244   | 0.7584
churn      | 5.2828   | 4.6211   | 0.6617
widen      | 5.2827   | 4.5958   | 0.6869
ebony      | 5.2826   | 4.4908   | 0.7918
bleak      | 5.2825   | 4.5993   | 0.6832
mouth      | 5.2824   | 4.4755   | 0.8069
agony      | 5.2823   | 4.5829   | 0.6994
fetus      | 5.2814   | 4.5765   | 0.7049
glaze      | 5.2814   | 4.5855   | 0.6959
semen      | 5.2812   | 4.5816   | 0.6996
psalm      | 5.2810   | 4.5653   | 0.7157
hence      | 5.2809   | 4.4887   | 0.7922
blind      | 5.2808   | 4.4853   | 0.7955
slimy      | 5.2807   | 4.6536   | 0.6271
elfin      | 5.2802   | 4.6904   | 0.5898
youth      | 5.2802   | 4.4474   | 0.8328
slick      | 5.2796   | 4.5610   | 0.7186
abate      | 5.2794   | 4.6369   | 0.6425
derby      | 5.2790   | 4.5194   | 0.7596
hazel      | 5.2770   | 4.5505   | 0.7265
given      | 5.2767   | 4.4186   | 0.8581
dicey      | 5.2764   | 4.6886   | 0.5878
blond      | 5.2760   | 4.5246   | 0.7514
shank      | 5.2749   | 4.5830   | 0.6919
atoll      | 5.2743   | 4.5997   | 0.6746
liege      | 5.2737   | 4.6193   | 0.6544
yacht      | 5.2737   | 4.5166   | 0.7571
below      | 5.2730   | 4.4110   | 0.8620
build      | 5.2721   | 4.4274   | 0.8447
swath      | 5.2711   | 4.6321   | 0.6390
nomad      | 5.2709   | 4.5753   | 0.6956
admin      | 5.2707   | 4.4474   | 0.8233
wield      | 5.2704   | 4.6337   | 0.6367
among      | 5.2703   | 4.4234   | 0.8469
payee      | 5.2698   | 4.6143   | 0.6555
wreak      | 5.2696   | 4.6471   | 0.6225
sigma      | 5.2692   | 4.4855   | 0.7837
maize      | 5.2691   | 4.5534   | 0.7157
lusty      | 5.2678   | 4.6056   | 0.6622
salad      | 5.2671   | 4.4941   | 0.7730
swarm      | 5.2661   | 4.5800   | 0.6861
lingo      | 5.2655   | 4.5838   | 0.6817
plank      | 5.2654   | 4.5752   | 0.6902
brush      | 5.2654   | 4.4880   | 0.7774
egret      | 5.2641   | 4.6304   | 0.6337
spank      | 5.2627   | 4.5093   | 0.7534
alarm      | 5.2625   | 4.4658   | 0.7967
thong      | 5.2621   | 4.4945   | 0.7676
slink      | 5.2592   | 4.6614   | 0.5978
omega      | 5.2586   | 4.4802   | 0.7784
gonad      | 5.2566   | 4.6968   | 0.5598
tough      | 5.2552   | 4.4667   | 0.7885
spurn      | 5.2547   | 4.7049   | 0.5498
creek      | 5.2545   | 4.4309   | 0.8236
blaze      | 5.2541   | 4.5341   | 0.7200
choke      | 5.2530   | 4.5566   | 0.6964
bugle      | 5.2528   | 4.5996   | 0.6532
sheik      | 5.2524   | 4.5981   | 0.6543
guild      | 5.2522   | 4.4838   | 0.7684
ovine      | 5.2522   | 4.6697   | 0.5825
shell      | 5.2517   | 4.4484   | 0.8033
human      | 5.2511   | 4.3866   | 0.8645
pound      | 5.2510   | 4.4623   | 0.7887
beset      | 5.2508   | 4.6198   | 0.6310
neigh      | 5.2506   | 4.6489   | 0.6017
carry      | 5.2503   | 4.4313   | 0.8190
leery      | 5.2497   | 4.6598   | 0.5899
press      | 5.2495   | 4.3822   | 0.8673
utter      | 5.2495   | 4.5363   | 0.7132
think      | 5.2482   | 4.3762   | 0.8720
tipsy      | 5.2470   | 4.6309   | 0.6161
watch      | 5.2468   | 4.3971   | 0.8497
masse      | 5.2459   | 4.5988   | 0.6471
sleek      | 5.2458   | 4.5210   | 0.7248
moose      | 5.2455   | 4.5092   | 0.7363
bulge      | 5.2450   | 4.5718   | 0.6732
sorry      | 5.2449   | 4.4235   | 0.8214
giver      | 5.2448   | 4.5828   | 0.6620
demur      | 5.2436   | 4.7238   | 0.5198
blank      | 5.2433   | 4.4444   | 0.7989
nasal      | 5.2427   | 4.5212   | 0.7215
brawl      | 5.2423   | 4.5905   | 0.6518
bonus      | 5.2415   | 4.4281   | 0.8134
doubt      | 5.2414   | 4.4386   | 0.8028
gourd      | 5.2406   | 4.5949   | 0.6457
anvil      | 5.2392   | 4.5631   | 0.6761
ether      | 5.2351   | 4.5269   | 0.7082
epoch      | 5.2349   | 4.5317   | 0.7032
plush      | 5.2349   | 4.4873   | 0.7476
stick      | 5.2346   | 4.4285   | 0.8061
datum      | 5.2333   | 4.5175   | 0.7158
quart      | 5.2320   | 4.5209   | 0.7111
heavy      | 5.2319   | 4.4087   | 0.8232
vague      | 5.2313   | 4.5057   | 0.7256
cling      | 5.2313   | 4.5547   | 0.6766
goose      | 5.2297   | 4.4915   | 0.7382
lefty      | 5.2290   | 4.5509   | 0.6781
synod      | 5.2290   | 4.5455   | 0.6835
theta      | 5.2283   | 4.4776   | 0.7507
vegan      | 5.2280   | 4.5047   | 0.7233
bench      | 5.2278   | 4.4545   | 0.7733
thyme      | 5.2275   | 4.5480   | 0.6795
tutor      | 5.2272   | 4.4801   | 0.7471
lunch      | 5.2270   | 4.4234   | 0.8036
stink      | 5.2257   | 4.5530   | 0.6727
breed      | 5.2246   | 4.4572   | 0.7674
study      | 5.2244   | 4.3612   | 0.8632
joint      | 5.2241   | 4.4000   | 0.8241
dopey      | 5.2232   | 4.6332   | 0.5900
ethic      | 5.2222   | 4.5296   | 0.6926
fiend      | 5.2213   | 4.5613   | 0.6600
tawny      | 5.2206   | 4.5659   | 0.6547
decoy      | 5.2192   | 4.5722   | 0.6470
favor      | 5.2189   | 4.4352   | 0.7837
suing      | 5.2170   | 4.5475   | 0.6695
throb      | 5.2150   | 4.6129   | 0.6021
rebar      | 5.2149   | 4.5984   | 0.6165
rearm      | 5.2143   | 4.6944   | 0.5199
handy      | 5.2141   | 4.4456   | 0.7685
armor      | 5.2136   | 4.4561   | 0.7575
sauna      | 5.2134   | 4.4704   | 0.7430
speed      | 5.2134   | 4.3666   | 0.8468
savoy      | 5.2126   | 4.5231   | 0.6895
greed      | 5.2121   | 4.5011   | 0.7110
duvet      | 5.2111   | 4.5110   | 0.7001
trump      | 5.2108   | 4.4838   | 0.7270
stool      | 5.2092   | 4.4799   | 0.7293
badly      | 5.2085   | 4.4560   | 0.7525
pitch      | 5.2084   | 4.4319   | 0.7765
syrup      | 5.2083   | 4.4780   | 0.7303
woman      | 5.2069   | 4.3647   | 0.8422
elope      | 5.2068   | 4.6601   | 0.5467
spicy      | 5.2067   | 4.4755   | 0.7312
beady      | 5.2063   | 4.6510   | 0.5553
waver      | 5.2063   | 4.6032   | 0.6031
pence      | 5.2059   | 4.5263   | 0.6796
dress      | 5.2054   | 4.3926   | 0.8128
ingot      | 5.2053   | 4.5983   | 0.6070
betel      | 5.2047   | 4.6302   | 0.5745
lurch      | 5.2039   | 4.6038   | 0.6001
crowd      | 5.2032   | 4.4210   | 0.7822
belie      | 5.2025   | 4.6385   | 0.5640
rerun      | 5.2008   | 4.5345   | 0.6663
where      | 5.2004   | 4.3166   | 0.8838
impel      | 5.1998   | 4.6454   | 0.5544
tacit      | 5.1995   | 4.5454   | 0.6541
theme      | 5.1992   | 4.3764   | 0.8228
bravo      | 5.1989   | 4.4735   | 0.7254
cache      | 5.1980   | 4.4009   | 0.7971
awoke      | 5.1968   | 4.5355   | 0.6613
mauve      | 5.1966   | 4.5429   | 0.6537
spiny      | 5.1964   | 4.5665   | 0.6299
merge      | 5.1959   | 4.4386   | 0.7573
mango      | 5.1955   | 4.4808   | 0.7147
small      | 5.1950   | 4.3240   | 0.8710
canon      | 5.1942   | 4.3683   | 0.8259
cello      | 5.1942   | 4.4758   | 0.7184
gnash      | 5.1935   | 4.6585   | 0.5350
fetid      | 5.1926   | 4.6453   | 0.5473
wrong      | 5.1925   | 4.3611   | 0.8314
caulk      | 5.1920   | 4.5825   | 0.6095
optic      | 5.1919   | 4.4455   | 0.7464
newly      | 5.1912   | 4.3871   | 0.8041
black      | 5.1903   | 4.3155   | 0.8748
would      | 5.1903   | 4.2966   | 0.8937
renew      | 5.1902   | 4.4291   | 0.7611
chasm      | 5.1899   | 4.5427   | 0.6472
rally      | 5.1892   | 4.4152   | 0.7740
night      | 5.1882   | 4.3291   | 0.8591
abhor      | 5.1874   | 4.5974   | 0.5900
elide      | 5.1863   | 4.7017   | 0.4846
harpy      | 5.1825   | 4.6167   | 0.5658
birch      | 5.1821   | 4.4542   | 0.7279
chirp      | 5.1819   | 4.5735   | 0.6084
gamut      | 5.1818   | 4.5312   | 0.6506
cross      | 5.1807   | 4.3371   | 0.8436
sheep      | 5.1807   | 4.4075   | 0.7732
nudge      | 5.1801   | 4.5037   | 0.6764
retry      | 5.1799   | 4.5049   | 0.6750
knead      | 5.1779   | 4.5706   | 0.6073
briny      | 5.1769   | 4.6363   | 0.5406
crass      | 5.1759   | 4.5405   | 0.6354
chalk      | 5.1744   | 4.4535   | 0.7209
flout      | 5.1727   | 4.6279   | 0.5448
hound      | 5.1727   | 4.4568   | 0.7159
gusto      | 5.1724   | 4.5256   | 0.6468
drill      | 5.1723   | 4.4023   | 0.7700
sally      | 5.1716   | 4.4145   | 0.7571
shown      | 5.1708   | 4.3294   | 0.8414
clown      | 5.1705   | 4.4405   | 0.7300
music      | 5.1703   | 4.2835   | 0.8868
tweak      | 5.1681   | 4.4642   | 0.7039
crimp      | 5.1674   | 4.5096   | 0.6578
ovary      | 5.1669   | 4.4876   | 0.6793
sprig      | 5.1665   | 4.5850   | 0.5815
lucid      | 5.1658   | 4.4819   | 0.6839
taunt      | 5.1653   | 4.5464   | 0.6189
drown      | 5.1645   | 4.4785   | 0.6860
hovel      | 5.1644   | 4.6165   | 0.5479
octet      | 5.1641   | 4.4472   | 0.7169
minus      | 5.1637   | 4.4000   | 0.7637
magic      | 5.1629   | 4.3406   | 0.8223
fancy      | 5.1615   | 4.3891   | 0.7724
brown      | 5.1614   | 4.3220   | 0.8394
ensue      | 5.1613   | 4.5341   | 0.6272
evict      | 5.1609   | 4.5592   | 0.6017
virus      | 5.1607   | 4.3387   | 0.8220
whirl      | 5.1598   | 4.5034   | 0.6564
arbor      | 5.1597   | 4.4091   | 0.7506
apnea      | 5.1590   | 4.4822   | 0.6768
medic      | 5.1557   | 4.4711   | 0.6846
posse      | 5.1554   | 4.4744   | 0.6810
quest      | 5.1551   | 4.3647   | 0.7904
avoid      | 5.1550   | 4.3328   | 0.8222
major      | 5.1541   | 4.2967   | 0.8574
pixel      | 5.1523   | 4.3798   | 0.7725
prowl      | 5.1513   | 4.5246   | 0.6267
ditch      | 5.1505   | 4.4319   | 0.7186
gorge      | 5.1501   | 4.4402   | 0.7099
fetch      | 5.1496   | 4.4223   | 0.7273
seven      | 5.1495   | 4.3213   | 0.8282
slung      | 5.1491   | 4.5380   | 0.6111
briar      | 5.1488   | 4.4918   | 0.6570
spawn      | 5.1487   | 4.4397   | 0.7090
spell      | 5.1485   | 4.3773   | 0.7712
motor      | 5.1473   | 4.3218   | 0.8255
grown      | 5.1456   | 4.3561   | 0.7895
sumac      | 5.1456   | 4.5520   | 0.5936
hello      | 5.1444   | 4.3255   | 0.8189
deuce      | 5.1443   | 4.4665   | 0.6778
bound      | 5.1431   | 4.3371   | 0.8060
stilt      | 5.1415   | 4.5458   | 0.5957
forum      | 5.1414   | 4.2656   | 0.8758
shirk      | 5.1406   | 4.5433   | 0.5973
piper      | 5.1406   | 4.4071   | 0.7335
wagon      | 5.1400   | 4.3883   | 0.7517
knife      | 5.1372   | 4.3553   | 0.7819
ahead      | 5.1369   | 4.3229   | 0.8140
polka      | 5.1368   | 4.4474   | 0.6894
album      | 5.1341   | 4.2891   | 0.8450
frond      | 5.1334   | 4.5790   | 0.5544
welch      | 5.1322   | 4.4029   | 0.7293
sever      | 5.1321   | 4.4710   | 0.6611
cavil      | 5.1320   | 4.6386   | 0.4934
filth      | 5.1309   | 4.4181   | 0.7128
midge      | 5.1304   | 4.5092   | 0.6212
never      | 5.1302   | 4.2676   | 0.8626
madly      | 5.1298   | 4.4800   | 0.6498
shoot      | 5.1298   | 4.3437   | 0.7861
harsh      | 5.1289   | 4.3870   | 0.7419
gazer      | 5.1273   | 4.5513   | 0.5760
ardor      | 5.1272   | 4.5417   | 0.5855
bicep      | 5.1249   | 4.5369   | 0.5880
tithe      | 5.1236   | 4.4946   | 0.6290
brawn      | 5.1234   | 4.5270   | 0.5964
tenth      | 5.1233   | 4.3902   | 0.7331
troop      | 5.1223   | 4.3995   | 0.7228
femur      | 5.1221   | 4.4822   | 0.6399
lasso      | 5.1215   | 4.4692   | 0.6523
totem      | 5.1208   | 4.4438   | 0.6770
afoul      | 5.1202   | 4.5332   | 0.5870
diode      | 5.1197   | 4.4110   | 0.7087
stint      | 5.1192   | 4.4474   | 0.6718
cress      | 5.1186   | 4.5025   | 0.6161
tying      | 5.1179   | 4.4092   | 0.7087
tally      | 5.1169   | 4.4103   | 0.7066
lying      | 5.1165   | 4.3465   | 0.7700
slash      | 5.1156   | 4.3877   | 0.7279
juice      | 5.1149   | 4.3341   | 0.7808
crazy      | 5.1147   | 4.3076   | 0.8071
grass      | 5.1134   | 4.3268   | 0.7866
equal      | 5.1116   | 4.2909   | 0.8207
stomp      | 5.1107   | 4.4242   | 0.6865
found      | 5.1107   | 4.2371   | 0.8736
shack      | 5.1106   | 4.3857   | 0.7249
perky      | 5.1105   | 4.4169   | 0.6936
nerve      | 5.1103   | 4.3492   | 0.7611
newer      | 5.1100   | 4.3457   | 0.7643
shrug      | 5.1088   | 4.4453   | 0.6635
donor      | 5.1085   | 4.3444   | 0.7641
honor      | 5.1081   | 4.3119   | 0.7962
using      | 5.1063   | 4.2292   | 0.8771
silky      | 5.1058   | 4.4008   | 0.7050
circa      | 5.1051   | 4.3700   | 0.7351
lever      | 5.1040   | 4.3678   | 0.7362
elude      | 5.1024   | 4.4997   | 0.6027
begun      | 5.1008   | 4.3291   | 0.7717
dozen      | 5.1005   | 4.3241   | 0.7764
scamp      | 5.0997   | 4.4305   | 0.6692
mound      | 5.0974   | 4.3809   | 0.7165
vaunt      | 5.0964   | 4.6296   | 0.4668
brisk      | 5.0954   | 4.4285   | 0.6669
drunk      | 5.0952   | 4.3160   | 0.7792
obese      | 5.0940   | 4.3910   | 0.7030
belch      | 5.0938   | 4.5241   | 0.5697
bigot      | 5.0929   | 4.4808   | 0.6121
scrum      | 5.0903   | 4.4528   | 0.6375
bused      | 5.0902   | 4.5530   | 0.5372
feign      | 5.0892   | 4.5188   | 0.5704
strut      | 5.0874   | 4.3970   | 0.6904
zonal      | 5.0873   | 4.4382   | 0.6491
growl      | 5.0869   | 4.4453   | 0.6416
abase      | 5.0866   | 4.5906   | 0.4960
issue      | 5.0864   | 4.2277   | 0.8587
flask      | 5.0856   | 4.3998   | 0.6858
segue      | 5.0841   | 4.4771   | 0.6070
flume      | 5.0819   | 4.4904   | 0.5915
scuba      | 5.0819   | 4.3220   | 0.7599
bible      | 5.0812   | 4.2524   | 0.8288
aroma      | 5.0812   | 4.3697   | 0.7115
grill      | 5.0809   | 4.3027   | 0.7782
freed      | 5.0808   | 4.3568   | 0.7240
covey      | 5.0807   | 4.4172   | 0.6635
morph      | 5.0803   | 4.4143   | 0.6660
harry      | 5.0792   | 4.2594   | 0.8198
ratty      | 5.0773   | 4.4941   | 0.5832
gauge      | 5.0766   | 4.2995   | 0.7771
risky      | 5.0763   | 4.3570   | 0.7193
riper      | 5.0759   | 4.5298   | 0.5461
lofty      | 5.0759   | 4.3958   | 0.6801
pivot      | 5.0748   | 4.3701   | 0.7047
dusty      | 5.0747   | 4.3567   | 0.7180
fence      | 5.0746   | 4.3122   | 0.7624
joist      | 5.0732   | 4.4758   | 0.5974
smell      | 5.0725   | 4.3110   | 0.7615
minty      | 5.0725   | 4.4690   | 0.6035
brass      | 5.0722   | 4.2817   | 0.7905
motif      | 5.0707   | 4.3425   | 0.7282
leech      | 5.0707   | 4.4087   | 0.6620
befit      | 5.0706   | 4.5716   | 0.4990
pasta      | 5.0701   | 4.3136   | 0.7565
pouch      | 5.0698   | 4.3286   | 0.7412
sieve      | 5.0698   | 4.3983   | 0.6715
brink      | 5.0697   | 4.3721   | 0.6976
tasty      | 5.0696   | 4.3334   | 0.7362
blush      | 5.0675   | 4.3632   | 0.7043
drool      | 5.0669   | 4.4176   | 0.6493
scrub      | 5.0666   | 4.3482   | 0.7184
prick      | 5.0662   | 4.3925   | 0.6737
young      | 5.0651   | 4.2049   | 0.8602
pinch      | 5.0635   | 4.3506   | 0.7129
boxer      | 5.0633   | 4.3268   | 0.7365
pouty      | 5.0614   | 4.5185   | 0.5429
hydro      | 5.0601   | 4.3221   | 0.7380
ivory      | 5.0587   | 4.2943   | 0.7644
robot      | 5.0582   | 4.2722   | 0.7860
glass      | 5.0578   | 4.2187   | 0.8391
alloy      | 5.0576   | 4.3038   | 0.7538
truth      | 5.0563   | 4.2351   | 0.8212
bribe      | 5.0554   | 4.3972   | 0.6582
loyal      | 5.0532   | 4.3074   | 0.7458
smirk      | 5.0527   | 4.4179   | 0.6348
dryer      | 5.0522   | 4.2975   | 0.7547
stung      | 5.0516   | 4.4166   | 0.6350
again      | 5.0513   | 4.1884   | 0.8629
revel      | 5.0502   | 4.4003   | 0.6499
fluid      | 5.0497   | 4.2629   | 0.7868
bleed      | 5.0495   | 4.3387   | 0.7108
dutch      | 5.0489   | 4.2484   | 0.8005
clink      | 5.0484   | 4.4599   | 0.5885
shrub      | 5.0484   | 4.3516   | 0.6968
lanky      | 5.0482   | 4.4657   | 0.5825
river      | 5.0481   | 4.2028   | 0.8453
vogue      | 5.0471   | 4.3326   | 0.7145
phony      | 5.0430   | 4.3766   | 0.6664
etude      | 5.0426   | 4.4166   | 0.6260
zebra      | 5.0419   | 4.3145   | 0.7274
cumin      | 5.0418   | 4.3863   | 0.6555
sense      | 5.0381   | 4.2046   | 0.8335
gravy      | 5.0371   | 4.3409   | 0.6962
ghoul      | 5.0365   | 4.4267   | 0.6098
brick      | 5.0350   | 4.2657   | 0.7693
friar      | 5.0342   | 4.3971   | 0.6371
macho      | 5.0341   | 4.3657   | 0.6684
libel      | 5.0335   | 4.3611   | 0.6724
burly      | 5.0327   | 4.4222   | 0.6105
ledge      | 5.0320   | 4.3459   | 0.6861
fluke      | 5.0305   | 4.3440   | 0.6865
recur      | 5.0300   | 4.3985   | 0.6315
knave      | 5.0276   | 4.4440   | 0.5836
colon      | 5.0275   | 4.2735   | 0.7540
vowel      | 5.0273   | 4.3466   | 0.6807
weigh      | 5.0267   | 4.2903   | 0.7364
purer      | 5.0267   | 4.4446   | 0.5821
vigor      | 5.0265   | 4.3484   | 0.6781
stout      | 5.0242   | 4.3145   | 0.7097
squat      | 5.0232   | 4.3477   | 0.6755
rocky      | 5.0226   | 4.2438   | 0.7788
empty      | 5.0213   | 4.2099   | 0.8114
shaky      | 5.0205   | 4.3540   | 0.6665
slump      | 5.0187   | 4.3457   | 0.6730
droll      | 5.0183   | 4.4205   | 0.5978
truss      | 5.0180   | 4.3204   | 0.6976
snowy      | 5.0175   | 4.3156   | 0.7019
ought      | 5.0171   | 4.2507   | 0.7664
arrow      | 5.0159   | 4.2332   | 0.7827
might      | 5.0156   | 4.1580   | 0.8576
tacky      | 5.0145   | 4.3671   | 0.6474
flush      | 5.0144   | 4.2595   | 0.7549
toxin      | 5.0127   | 4.3148   | 0.6979
godly      | 5.0127   | 4.3489   | 0.6638
flank      | 5.0123   | 4.3376   | 0.6747
boost      | 5.0113   | 4.2225   | 0.7888
bayou      | 5.0113   | 4.3165   | 0.6948
elbow      | 5.0109   | 4.2757   | 0.7352
venom      | 5.0097   | 4.3013   | 0.7084
wreck      | 5.0090   | 4.2890   | 0.7200
fatal      | 5.0085   | 4.2462   | 0.7623
focus      | 5.0084   | 4.1684   | 0.8400
woven      | 5.0081   | 4.2646   | 0.7435
drama      | 5.0030   | 4.1992   | 0.8038
swift      | 5.0028   | 4.2463   | 0.7565
tenet      | 5.0025   | 4.3320   | 0.6705
stuck      | 5.0003   | 4.2265   | 0.7738
scowl      | 4.9993   | 4.4295   | 0.5698
lorry      | 4.9988   | 4.3486   | 0.6502
froze      | 4.9986   | 4.3445   | 0.6541
dingo      | 4.9979   | 4.3611   | 0.6368
smack      | 4.9979   | 4.3013   | 0.6966
twang      | 4.9974   | 4.3884   | 0.6090
wheel      | 4.9971   | 4.1868   | 0.8103
rover      | 4.9962   | 4.2249   | 0.7713
enema      | 4.9961   | 4.3036   | 0.6925
thick      | 4.9956   | 4.2058   | 0.7898
cough      | 4.9950   | 4.2602   | 0.7348
parry      | 4.9942   | 4.3003   | 0.6939
swami      | 4.9927   | 4.3185   | 0.6742
snaky      | 4.9920   | 4.5208   | 0.4712
mogul      | 4.9918   | 4.3262   | 0.6656
gauze      | 4.9918   | 4.3410   | 0.6508
quilt      | 4.9913   | 4.2396   | 0.7517
bingo      | 4.9910   | 4.2155   | 0.7755
floor      | 4.9906   | 4.1565   | 0.8341
aping      | 4.9896   | 4.4735   | 0.5161
adage      | 4.9895   | 4.3528   | 0.6367
unfit      | 4.9887   | 4.3193   | 0.6694
mocha      | 4.9883   | 4.3124   | 0.6759
climb      | 4.9876   | 4.2322   | 0.7554
shock      | 4.9873   | 4.1955   | 0.7918
lilac      | 4.9845   | 4.2797   | 0.7048
reedy      | 4.9809   | 4.3583   | 0.6226
speck      | 4.9796   | 4.3137   | 0.6659
clung      | 4.9790   | 4.3491   | 0.6299
blink      | 4.9778   | 4.2256   | 0.7522
silly      | 4.9774   | 4.2147   | 0.7627
basal      | 4.9764   | 4.2695   | 0.7069
oxide      | 4.9752   | 4.2225   | 0.7527
slunk      | 4.9752   | 4.4622   | 0.5130
detox      | 4.9750   | 4.2578   | 0.7172
vomit      | 4.9734   | 4.3069   | 0.6665
seize      | 4.9731   | 4.2641   | 0.7090
hymen      | 4.9724   | 4.3460   | 0.6264
defer      | 4.9721   | 4.2840   | 0.6881
coach      | 4.9710   | 4.1618   | 0.8092
await      | 4.9656   | 4.2607   | 0.7049
merry      | 4.9651   | 4.2052   | 0.7599
helix      | 4.9650   | 4.2373   | 0.7277
essay      | 4.9640   | 4.1807   | 0.7833
champ      | 4.9637   | 4.2368   | 0.7269
cycle      | 4.9632   | 4.1478   | 0.8154
kneel      | 4.9631   | 4.3266   | 0.6365
grimy      | 4.9617   | 4.3819   | 0.5798
event      | 4.9610   | 4.1029   | 0.8581
marry      | 4.9580   | 4.2132   | 0.7448
butte      | 4.9572   | 4.2362   | 0.7210
wound      | 4.9567   | 4.2004   | 0.7563
extol      | 4.9553   | 4.3717   | 0.5836
block      | 4.9553   | 4.1235   | 0.8318
taboo      | 4.9552   | 4.2253   | 0.7299
spill      | 4.9531   | 4.2133   | 0.7398
eerie      | 4.9521   | 4.2853   | 0.6668
nobly      | 4.9515   | 4.3802   | 0.5713
attic      | 4.9515   | 4.2180   | 0.7335
stood      | 4.9515   | 4.1702   | 0.7813
stash      | 4.9504   | 4.2507   | 0.6997
quail      | 4.9482   | 4.2575   | 0.6907
thrum      | 4.9477   | 4.4541   | 0.4936
valve      | 4.9464   | 4.1645   | 0.7819
woken      | 4.9458   | 4.3161   | 0.6297
revue      | 4.9423   | 4.2512   | 0.6911
hefty      | 4.9423   | 4.2678   | 0.6745
eying      | 4.9422   | 4.4432   | 0.4990
mania      | 4.9422   | 4.2046   | 0.7376
index      | 4.9407   | 4.0661   | 0.8746
punch      | 4.9407   | 4.1778   | 0.7629
stunt      | 4.9407   | 4.2355   | 0.7052
agape      | 4.9401   | 4.3039   | 0.6362
swing      | 4.9396   | 4.1533   | 0.7863
jaunt      | 4.9390   | 4.3456   | 0.5934
tryst      | 4.9388   | 4.3385   | 0.6003
heave      | 4.9351   | 4.3159   | 0.6192
ruder      | 4.9350   | 4.3787   | 0.5563
askew      | 4.9336   | 4.2908   | 0.6428
balmy      | 4.9287   | 4.3271   | 0.6016
wooer      | 4.9286   | 4.3534   | 0.5752
topaz      | 4.9267   | 4.2085   | 0.7182
seedy      | 4.9265   | 4.3094   | 0.6171
witch      | 4.9265   | 4.1648   | 0.7617
crump      | 4.9261   | 4.3017   | 0.6244
berry      | 4.9252   | 4.1586   | 0.7666
vinyl      | 4.9238   | 4.1272   | 0.7966
amply      | 4.9229   | 4.2996   | 0.6233
gross      | 4.9216   | 4.1262   | 0.7954
radii      | 4.9201   | 4.2676   | 0.6525
aphid      | 4.9170   | 4.2981   | 0.6189
fella      | 4.9167   | 4.2590   | 0.6577
dimly      | 4.9160   | 4.2894   | 0.6266
dogma      | 4.9156   | 4.2356   | 0.6800
wring      | 4.9153   | 4.3196   | 0.5957
axion      | 4.9151   | 4.2996   | 0.6155
sooth      | 4.9150   | 4.3345   | 0.5805
bleep      | 4.9141   | 4.2800   | 0.6341
frisk      | 4.9139   | 4.3293   | 0.5846
spool      | 4.9138   | 4.2158   | 0.6980
sooty      | 4.9125   | 4.3087   | 0.6038
testy      | 4.9123   | 4.3228   | 0.5895
venue      | 4.9122   | 4.1220   | 0.7902
budge      | 4.9118   | 4.2752   | 0.6366
width      | 4.9111   | 4.1010   | 0.8101
blown      | 4.9107   | 4.1674   | 0.7433
wharf      | 4.9087   | 4.1929   | 0.7158
catch      | 4.9086   | 4.1057   | 0.8029
gaudy      | 4.9078   | 4.2977   | 0.6101
dwarf      | 4.9068   | 4.1770   | 0.7298
rower      | 4.9058   | 4.2976   | 0.6082
exult      | 4.9053   | 4.3211   | 0.5842
stump      | 4.9052   | 4.2117   | 0.6935
rumba      | 4.9051   | 4.2701   | 0.6350
dough      | 4.9027   | 4.1734   | 0.7293
botch      | 4.9027   | 4.3447   | 0.5580
